time_s,ref_x,ref_y,real_x,real_y,cte_m
0.105,0.0,0.0,0.0,0.0,0.0
0.205,0.0,0.0,0.0,0.0,0.0
0.305,0.0,0.0,0.0,0.0,0.0
0.405,0.0,0.0,0.0,0.0,0.0
0.505,0.0,0.0,0.0,0.0,0.0
0.605,0.0,0.0,0.0,0.0,0.0
0.705,0.0,0.0,0.0,0.0,0.0
0.805,0.0,0.0,0.0,0.0,0.0
0.905,0.0,0.0,0.0,0.0,0.0
1.005,0.0,0.0,0.0,0.0,0.0
1.105,0.0,0.0,0.0,0.0,0.0
1.205,0.0,0.0,0.0,0.0,0.0
1.305,0.0,0.0,0.0,0.0,0.0
1.405,0.0,0.0,0.0,0.0,0.0
1.505,0.0,0.0,0.0,0.0,0.0
1.605,0.0,0.0,0.0,0.0,0.0
1.705,0.0,0.0,0.0,0.0,0.0
1.805,0.0,0.0,0.0,0.0,0.0
1.905,0.0,0.0,0.0,0.0,0.0
2.005,0.0,0.0,0.0,0.0,0.0
2.105,0.0,0.0,0.0,0.0,0.0
2.205,0.0,0.0,0.0,0.0,0.0
2.305,0.0,0.0,0.0,0.0,0.0
2.405,0.0,0.0,0.0,0.0,0.0
2.505,0.0,0.0,0.0,0.0,0.0
2.605,0.0,0.0,0.0,0.0,0.0
2.705,0.0,0.0,0.0,0.0,0.0
2.805,0.0,0.0,0.0,0.0,0.0
2.905,0.0,0.0,0.0,0.0,0.0
3.005,0.0,0.0,0.0,0.0,0.0
3.105,0.0,0.0,0.0,0.0,0.0
3.205,0.0,0.0,0.0,0.0,0.0
3.305,0.0,0.0,0.0,0.0,0.0
3.405,0.0,0.0,0.0,0.0,0.0
3.505,0.0,0.0,0.0,0.0,0.0
3.605,0.0,0.0,0.0,0.0,0.0
3.705,0.0,0.0,0.0,0.0,0.0
3.805,0.0,0.0,0.0,0.0,0.0
3.905,0.0,0.0,0.0,0.0,0.0
4.005,0.0,0.0,0.0,0.0,0.0
4.105,0.0,0.0,0.0,0.0,0.0
4.205,0.0,0.0,0.0,0.0,0.0
4.305,0.0,0.0,0.0,0.0,0.0
4.405,0.0,0.0,0.0,0.0,0.0
4.505,0.0,0.0,0.0,0.0,0.0
4.605,0.0,0.0,0.0,0.0,0.0
4.705,0.0,0.0,0.0,0.0,0.0
4.805,0.0,0.0,0.0,0.0,0.0
4.905,0.0,0.0,0.0,0.0,0.0
5.005,0.0,0.0,0.0,0.0,0.0
5.106,0.0,0.0,0.0,0.0,0.0
5.205,0.0,0.0,0.0,0.0,0.0
