time_s,ref_x,ref_y,real_x,real_y,cte_m
0.106,0.0,0.0,0.0,0.0,0.0
0.205,0.0,0.0,0.0,0.0,0.0
0.305,0.0,0.0,0.0,0.0,0.0
0.405,0.0,0.0,0.0,0.0,0.0
0.506,0.0,0.0,0.0,0.0,0.0
0.605,0.0,0.0,0.0,0.0,0.0
0.706,0.0,0.0,0.0,0.0,0.0
0.805,0.0,0.0,0.0,0.0,0.0
0.906,0.0,0.0,0.0,0.0,0.0
1.006,0.0,0.0,0.0,0.0,0.0
1.105,0.0,0.0,0.0,0.0,0.0
1.206,0.0,0.0,0.0,0.0,0.0
1.306,0.0,0.0,0.0,0.0,0.0
1.405,0.0,0.0,0.0,0.0,0.0
1.505,0.0,0.0,0.0,0.0,0.0
1.605,0.0,0.0,0.0,0.0,0.0
1.705,0.0,0.0,0.0,0.0,0.0
1.806,0.0,0.0,0.0,0.0,0.0
1.906,0.0,0.0,0.0,0.0,0.0
2.006,0.0,0.0,0.0,0.0,0.0
2.105,0.0,0.0,0.0,0.0,0.0
2.206,0.0,0.0,0.0,0.0,0.0
2.306,0.0,0.0,0.0,0.0,0.0
2.405,0.0,0.0,0.0,0.0,0.0
2.505,0.0,0.0,0.0,0.0,0.0
2.605,0.0,0.0,0.0,0.0,0.0
2.706,0.0,0.0,0.0,0.0,0.0
2.806,0.0,0.0,0.0,0.0,0.0
2.906,0.0,0.0,0.0,0.0,0.0
3.006,0.0,0.0,0.0,0.0,0.0
3.106,0.0,0.0,0.0,0.0,0.0
3.206,0.0,0.0,0.0,0.0,0.0
3.306,0.0,0.0,0.0,0.0,0.0
3.406,0.0,0.0,0.0,0.0,0.0
3.506,0.0,0.0,0.0,0.0,0.0
3.606,0.0,0.0,0.0,0.0,0.0
3.705,0.0,0.0,0.0,0.0,0.0
3.806,0.0,0.0,0.0,0.0,0.0
3.906,0.0,0.0,0.0,0.0,0.0
4.006,0.0,0.0,0.0,0.0,0.0
4.105,0.0,0.0,0.0,0.0,0.0
4.206,0.0,0.0,0.0,0.0,0.0
4.306,0.0,0.0,0.0,0.0,0.0
4.406,0.0,0.0,0.0,0.0,0.0
4.506,0.0,0.0,0.0,0.0,0.0
4.606,0.0,0.0,0.0,0.0,0.0
4.706,0.0,0.0,0.0,0.0,0.0
4.806,0.0,0.0,0.0,0.0,0.0
4.905,0.0,0.0,0.0,0.0,0.0
5.006,0.0,0.0,0.0,0.0,0.0
5.106,0.0,0.0,0.0,0.0,0.0
5.206,0.0,0.0,0.0,0.0,0.0
5.305,0.0,0.0,0.0,0.0,0.0
5.405,0.0,0.0,0.0,0.0,0.0
5.506,0.0,0.0,0.0,0.0,0.0
5.605,0.0,0.0,0.0,0.0,0.0
